2;17/05/202411:20;17/05/202411:20:;USER007;COMPRA01;2;+95.38€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER006;COMPRA02;0;+334.15€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER007;COMPRA03;9;-648.48€;Error
2;17/05/202411:20;17/05/202411:20:;USER007;COMPRA04;4;+659.30€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER007;COMPRA05;2;-300.44€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER001;COMPRA06;1;-467.16€;Error
2;17/05/202411:20;17/05/202411:20:;USER006;COMPRA07;9;-559.42€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER004;COMPRA08;1;-168.35€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER001;COMPRA09;5;+931.70€;Error
2;17/05/202411:20;17/05/202411:20:;USER002;COMPRA10;8;+597.25€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER008;COMPRA11;4;-924.78€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER002;COMPRA12;6;+749.12€;Error
2;17/05/202411:20;17/05/202411:20:;USER004;COMPRA13;4;-393.43€;Error
2;17/05/202411:20;17/05/202411:20:;USER005;COMPRA14;0;+58.84€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER008;COMPRA15;3;+343.91€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER008;COMPRA16;8;-220.00€;Error
2;17/05/202411:20;17/05/202411:20:;USER004;COMPRA17;3;+5.47€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER004;COMPRA18;1;-64.32€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER008;COMPRA19;0;-84.09€;Error
2;17/05/202411:20;17/05/202411:20:;USER008;COMPRA20;4;-560.54€;Error
2;17/05/202411:20;17/05/202411:20:;USER007;COMPRA21;9;-902.83€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER002;COMPRA22;3;+35.50€;Error
2;17/05/202411:20;17/05/202411:20:;USER001;COMPRA23;3;+313.74€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER004;COMPRA24;5;-650.26€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER003;COMPRA25;2;+351.40€;Error
2;17/05/202411:20;17/05/202411:20:;USER007;COMPRA26;7;-519.36€;Error
2;17/05/202411:20;17/05/202411:20:;USER008;COMPRA27;3;-283.31€;Error
2;17/05/202411:20;17/05/202411:20:;USER003;COMPRA28;0;-905.66€;Error
2;17/05/202411:20;17/05/202411:20:;USER008;COMPRA29;2;-662.26€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER005;COMPRA30;8;-166.89€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER007;COMPRA31;9;-74.02€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER007;COMPRA32;5;+646.30€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER007;COMPRA33;7;-87.30€;Correcto
2;17/05/202411:20;17/05/202411:20:;USER004;COMPRA34;3;-828.18€;Error
2;17/05/202411:20;17/05/202411:20:;USER002;COMPRA35;6;+699.85€;Finalizado
2;17/05/202411:20;17/05/202411:20:;USER008;COMPRA36;3;-18.72€;Error
